publn_nr,publn_year,permno_adj,IPC1,share_pat
1120,2007,DE5070169898,G01R  31/36,0.33333334
1120,2007,DE5070169898,G01R  19/15,0.33333334
1120,2007,DE5070169898,G05F   3/30,0.33333334
1204,2000,JP000001032JPN,C07K  14/00,0.14285715
1204,2000,JP000001032JPN,C07K  14/47,0.14285715
1204,2000,JP000001032JPN,C07K  14/705,0.14285715
1204,2000,JP000001032JPN,C12N  15/00,0.14285715
1204,2000,JP000001032JPN,C07K  16/18,0.14285715
1204,2000,JP000001032JPN,A61K  38/00,0.14285715
1204,2000,JP000001032JPN,C07K  16/28,0.14285715
1215,2000,US942634797,H01J  37/32,0.2
1215,2000,US942634797,H01L  21/205,0.2
1215,2000,US942634797,H01L  21/3065,0.2
1215,2000,US942634797,C23C  16/507,0.2
1215,2000,US942634797,H05H   1/46,0.2
1221,2001,US362382580,B60R  21/13,0.25
1221,2001,US362382580,B60Q   1/32,0.25
1221,2001,US362382580,B60Q   1/00,0.25
1221,2001,US362382580,B62D  33/06,0.25
1237,2001,US160468020,C08F   2/32,0.25
1237,2001,US160468020,B01F  17/00,0.25
1237,2001,US160468020,B01J  13/20,0.25
1237,2001,US160468020,B01J  13/10,0.25
1361,2002,US043002117,C07D 321/00,0.16666667
1361,2002,US043002117,A61K  45/06,0.16666667
1361,2002,US043002117,C07D 313/00,0.16666667
1361,2002,US043002117,C07D 493/04,0.16666667
1361,2002,US043002117,A61K  31/365,0.16666667
1361,2002,US043002117,C07D 313/06,0.16666667
1513,2004,US128551454L,A61K  33/26,0.071428575
1513,2004,US128551454L,A61K  31/00,0.071428575
1513,2004,US128551454L,A61K,0.071428575
1513,2004,US128551454L,A61P  35/00,0.071428575
1513,2004,US128551454L,A61K  38/14,0.071428575
1513,2004,US128551454L,A61K  31/195,0.071428575
1513,2004,US128551454L,A61K  47/48,0.071428575
1513,2004,US128551454L,A61K  51/00,0.071428575
1513,2004,US128551454L,A61K  31/15,0.071428575
1513,2004,US128551454L,A61K  38/17,0.071428575
1513,2004,US128551454L,A61K  31/714,0.071428575
1513,2004,US128551454L,A61K  38/19,0.071428575
1513,2004,US128551454L,A61K  31/70,0.071428575
1513,2004,US128551454L,A61K  38/21,0.071428575
1518,2004,US221024240,A01K  67/027,0.125
1518,2004,US221024240,C12N  15/85,0.125
1518,2004,US221024240,C12Q   1/68,0.125
1518,2004,US221024240,G01N  33/50,0.125
1518,2004,US221024240,A61K  49/00,0.125
1518,2004,US221024240,C07K  14/47,0.125
1518,2004,US221024240,C12N   5/10,0.125
1518,2004,US221024240,C12N,0.125
1654,2005,US060548860,B25B  23/00,0.5
1654,2005,US060548860,B25B  21/02,0.5
1669,2005,US221024240,A61B  17/22,1
1882,2006,US910425694,G06F   9/46,1
1892,2006,US340253240,B29C  73/22,0.33333334
1892,2006,US340253240,C08L  23/22,0.33333334
1892,2006,US340253240,B29C  73/16,0.33333334
1900,2006,US310411980,C11D   3/395,0.33333334
1900,2006,US310411980,C11D   3/39,0.33333334
1900,2006,US310411980,C11D   3/386,0.33333334
1926,1997,US060548860,B27G  19/02,0.2
1926,1997,US060548860,B23Q  11/00,0.2
1926,1997,US060548860,B23Q  11/08,0.2
1926,1997,US060548860,B23D  59/00,0.2
1926,1997,US060548860,B23D  47/02,0.2
1931,2006,US310411980,C11D  11/00,0.25
1931,2006,US310411980,C11D   3/50,0.25
1931,2006,US310411980,C11D  17/04,0.25
1931,2006,US310411980,C11D   3/386,0.25
1932,2006,US310411980,A45D  20/42,1
1969,2006,US362382580,A01F  15/14,0.33333334
1969,2006,US362382580,F01P  11/10,0.33333334
1969,2006,US362382580,A01B  71/08,0.33333334
1983,2006,US381285128,C11D   7/00,0.2
1983,2006,US381285128,C11D  11/00,0.2
1983,2006,US381285128,H01L  21/306,0.2
1983,2006,US381285128,C09K  13/08,0.2
1983,2006,US381285128,C09D   9/00,0.2
1989,2006,US221024240,A61M  25/09,1
2039,2006,JP000000801JPN,C08F 220/06,0.5
2039,2006,JP000000801JPN,A61Q   1/10,0.5
2061,2006,US222640650,C07C  19/08,0.33333334
2061,2006,US222640650,C07C  21/18,0.33333334
2061,2006,US222640650,C07C  17/278,0.33333334
2108,2006,US130871985,G06F   3/12,1
2125,2006,US360698440,A61F   2/16,1
2127,2006,US411356149,A61L  24/08,1
2237,2006,US135315170,A61K  31/4155,0.33333334
2237,2006,US135315170,A61P  35/00,0.33333334
2237,2006,US135315170,C07D 401/04,0.33333334
2245,2006,IE545333,A61B   5/05,0.5
2245,2006,IE545333,A61B   5/06,0.5
2285,2006,US410417775,C09J 163/00,0.25
2285,2006,US410417775,C08L  33/00,0.25
2285,2006,US410417775,C09J 133/06,0.25
2285,2006,US410417775,C09J 133/08,0.25
2287,2006,US410417775,G02B   6/38,0.5
2287,2006,US410417775,G02B   6/36,0.5
2439,2006,US361115800,H04Q   5/22,1
2454,2006,US410417775,A61K   6/00,0.5
2454,2006,US410417775,A61Q  11/00,0.5
2458,2006,US410417775,C08K   5/54,0.33333334
2458,2006,US410417775,C08L  27/12,0.33333334
2458,2006,US410417775,C08K   5/00,0.33333334
2475,2006,US410417775,H04N   9/31,0.25
2475,2006,US410417775,G02B  27/18,0.25
2475,2006,US410417775,G03B  21/20,0.25
2475,2006,US410417775,G03B  21/28,0.25
2477,2006,US410417775,A61K   6/08,0.5
2477,2006,US410417775,A61K   6/027,0.5
2488,2006,US131815595,A23K   1/175,0.5
2488,2006,US131815595,A23K   1/18,0.5
2559,2006,IE498284,A61K  31/58,0.5
2559,2006,IE498284,A61K   9/14,0.5
2560,2006,US952746131,H04L  29/12,0.5
2560,2006,US952746131,H04L  12/56,0.5
2582,2006,US410417775,B05D   5/08,1
2590,2006,US410417775,H01L  33/60,0.2
2590,2006,US410417775,H01L  33/00,0.2
2590,2006,US410417775,F21V   8/00,0.2
2590,2006,US410417775,H01L  33/54,0.2
2590,2006,US410417775,G02F   1/1335,0.2
2604,2006,US042695240,C08L  53/00,0.25
2604,2006,US042695240,A61L  29/04,0.25
2604,2006,US042695240,C08K   9/04,0.25
2604,2006,US042695240,C08K   9/02,0.25
2607,2006,US361115800,H04W  16/28,1
2610,2006,US131815595,C11D   1/83,0.2
2610,2006,US131815595,C11D   1/94,0.2
2610,2006,US131815595,C11D  17/00,0.2
2610,2006,US131815595,C11D   3/20,0.2
2610,2006,US131815595,C11D   3/43,0.2
2624,2006,US410417775,A61C   7/00,1
2625,2006,US410417775,A61M  37/00,1
2628,2006,US410417775,C08G  73/10,0.14285715
2628,2006,US410417775,C08G  69/00,0.14285715
2628,2006,US410417775,C08G  77/388,0.14285715
2628,2006,US410417775,C09J 183/10,0.14285715
2628,2006,US410417775,C08G  77/00,0.14285715
2628,2006,US410417775,C08G  77/455,0.14285715
2628,2006,US410417775,C08G  77/38,0.14285715
2642,2006,US410417775,G02B   1/04,0.16666667
2642,2006,US410417775,B32B  27/28,0.16666667
2642,2006,US410417775,C08G  77/455,0.16666667
2642,2006,US410417775,C09D 183/10,0.16666667
2642,2006,US410417775,C08J   7/04,0.16666667
2642,2006,US410417775,C09J 183/10,0.16666667
2659,2006,US220790350,A61K  39/00,0.33333334
2659,2006,US220790350,C07K  16/24,0.33333334
2659,2006,US220790350,C07K  14/54,0.33333334
2842,2007,JP000000801JPN,C11D   3/20,0.16666667
2842,2007,JP000000801JPN,C11D  11/00,0.16666667
2842,2007,JP000000801JPN,C11D   3/395,0.16666667
2842,2007,JP000000801JPN,C11D   3/37,0.16666667
2842,2007,JP000000801JPN,C11D  17/06,0.16666667
2842,2007,JP000000801JPN,D06L   3/02,0.16666667
2884,2007,US770059951,H04L   1/00,0.2
2884,2007,US770059951,H04L  12/715,0.2
2884,2007,US770059951,H04L  12/28,0.2
2884,2007,US770059951,H04L  12/26,0.2
2884,2007,US770059951,H04L  12/705,0.2
3325,2008,US380549190,B60R  22/02,0.5
3325,2008,US380549190,B60R  22/26,0.5
3344,2008,US310411980,C11D   3/00,0.14285715
3344,2008,US310411980,D06M  15/507,0.14285715
3344,2008,US310411980,D06M  15/53,0.14285715
3344,2008,US310411980,C11D   3/37,0.14285715
3344,2008,US310411980,D06M  15/59,0.14285715
3344,2008,US310411980,D06M  15/333,0.14285715
3344,2008,US310411980,D06M  16/00,0.14285715
3394,2008,US140689340,F22B  37/54,0.33333334
3394,2008,US140689340,F22B  37/56,0.33333334
3394,2008,US140689340,F02C   9/20,0.33333334
3395,2008,US140689340,H02M   1/32,0.5
3395,2008,US140689340,H02M   5/458,0.5
3420,2008,US160468020,G03G   5/14,0.33333334
3420,2008,US160468020,G03G   5/05,0.33333334
3420,2008,US160468020,G03G   5/147,0.33333334
3421,2008,US160468020,G03G  15/00,1
3423,2008,US340253240,B29D  30/30,0.25
3423,2008,US340253240,B29D  30/28,0.25
3423,2008,US340253240,B29D  30/46,0.25
3423,2008,US340253240,B29D  30/16,0.25
3530,2008,AU861012839,A61M  16/06,1
3574,2008,US222640650,G01M   3/32,0.5
3574,2008,US222640650,B64F   5/00,0.5
3580,2008,US222640650,G01C  21/16,1
3600,2008,US340253240,G01B  11/22,0.5
3600,2008,US340253240,G01B   7/26,0.5
3710,2008,US362382580,B60T  13/16,0.14285715
3710,2008,US362382580,B60T   7/04,0.14285715
3710,2008,US362382580,B60T   7/10,0.14285715
3710,2008,US362382580,B60T   8/34,0.14285715
3710,2008,US362382580,B60T   8/40,0.14285715
3710,2008,US362382580,B60T  11/10,0.14285715
3710,2008,US362382580,B60T  17/22,0.14285715
3877,2008,US941655526,C23F   1/44,0.090909094
3877,2008,US941655526,C23F   1/26,0.090909094
3877,2008,US941655526,C23F   1/00,0.090909094
3877,2008,US941655526,C23F   1/08,0.090909094
3877,2008,US941655526,C23C  14/56,0.090909094
3877,2008,US941655526,C23G   1/12,0.090909094
3877,2008,US941655526,C23G   1/00,0.090909094
3877,2008,US941655526,C23G   3/00,0.090909094
3877,2008,US941655526,B05B  12/10,0.090909094
3877,2008,US941655526,B08B   3/08,0.090909094
3877,2008,US941655526,C23C  16/44,0.090909094
3917,2008,US522284372,A23C  19/082,1
4084,2008,US381490038,D06F  39/02,0.33333334
4084,2008,US381490038,D06F  35/00,0.33333334
4084,2008,US381490038,D06F  39/00,0.33333334
4086,2008,US221024240,A61B   5/04,0.5
4086,2008,US221024240,G06K   9/00,0.5
4089,2008,US060570975,F16H  19/00,1
4108,2008,IE469272,B01D  53/26,0.33333334
4108,2008,IE469272,F24F   3/14,0.33333334
4108,2008,IE469272,F25B  15/02,0.33333334
4115,2008,US221024240,A61F   5/00,1
4134,2008,IE545333,A61B  17/072,1
4137,2008,US*B000061311,E03C   1/262,0.5
4137,2008,US*B000061311,E03C   1/22,0.5
4174,2008,US221024240,A61F   2/90,0.5
4174,2008,US221024240,A61F   2/88,0.5
4180,2008,US060570975,F01D   9/06,0.16666667
4180,2008,US060570975,B64D  13/06,0.16666667
4180,2008,US060570975,F02C   6/08,0.16666667
4180,2008,US060570975,B64D  29/00,0.16666667
4180,2008,US060570975,F02C   7/14,0.16666667
4180,2008,US060570975,F02K   3/06,0.16666667
4353,2008,US310411980,G05B  19/418,0.5
4353,2008,US310411980,A61F  13/15,0.5
4557,1986,US61-302-6959,H04N   9/64,0.5
4557,1986,US61-302-6959,H04N   9/78,0.5
4600,1986,US381285128,C12R   1/38,0.071428575
4600,1986,US381285128,A01N  63/00,0.071428575
4600,1986,US381285128,C12N   1/00,0.071428575
4600,1986,US381285128,C07K  14/00,0.071428575
4600,1986,US381285128,C12N  15/32,0.071428575
4600,1986,US381285128,C12P  21/02,0.071428575
4600,1986,US381285128,C07K  14/325,0.071428575
4600,1986,US381285128,C12N   1/21,0.071428575
4600,1986,US381285128,C12R   1/19,0.071428575
4600,1986,US381285128,C07K  14/41,0.071428575
4600,1986,US381285128,C12R   1/07,0.071428575
4600,1986,US381285128,A01N  63/02,0.071428575
4600,1986,US381285128,C12N  15/00,0.071428575
4600,1986,US381285128,C12N  15/09,0.071428575
4706,1987,JP000000971JPN,G11B  17/30,0.33333334
4706,1987,JP000000971JPN,G11B  17/04,0.33333334
4706,1987,JP000000971JPN,G11B  17/028,0.33333334
4893,1996,US060247840,F15B  21/10,0.33333334
4893,1996,US060247840,B30B  15/16,0.33333334
4893,1996,US060247840,F15B  11/20,0.33333334
4929,1998,US042680009,G06F  11/20,0.16666667
4929,1998,US042680009,G06F   3/06,0.16666667
4929,1998,US042680009,G06F  12/00,0.16666667
4929,1998,US042680009,G06F  13/00,0.16666667
4929,1998,US042680009,G06F   9/00,0.16666667
4929,1998,US042680009,G06F   3/00,0.16666667
5022,2008,US140689340,A61B   5/04,0.5
5022,2008,US140689340,A61B   5/0205,0.5
5048,2008,US221024240,A61B  17/072,1
5186,2007,IE545333,A61M   1/34,1
5250,2007,US910425694,B06B   1/06,1
5814,2007,US060570975,F02C   9/30,0.25
5814,2007,US060570975,F02C   9/26,0.25
5814,2007,US060570975,F02C   9/36,0.25
5814,2007,US060570975,F02C   7/232,0.25
5928,2008,US222640650,G01C  21/16,0.25
5928,2008,US222640650,G01C  19/20,0.25
5928,2008,US222640650,H02J  17/00,0.25
5928,2008,US222640650,G01C  19/10,0.25
6007,2008,US222640650,G01S   7/12,0.5
6007,2008,US222640650,G01S  13/95,0.5
6193,2008,US411276891,A61B   5/00,0.33333334
6193,2008,US411276891,G06T   5/50,0.33333334
6193,2008,US411276891,G06T   7/00,0.33333334
6335,2008,US140689340,H01L  31/0352,0.5
6335,2008,US140689340,H01L  31/04,0.5
6337,2008,US140689340,H01L  31/04,0.33333334
6337,2008,US140689340,H01L  31/075,0.33333334
6337,2008,US140689340,H01L  31/0352,0.33333334
6587,2008,US942404110,H04L  29/08,0.33333334
6587,2008,US942404110,H04M   3/487,0.33333334
6587,2008,US942404110,H04W   4/12,0.33333334
6825,2007,US310411980,A61C  17/34,0.5
6825,2007,US310411980,H02K  33/16,0.5
7797,2006,US060570975,G06F   7/00,0.25
7797,2006,US060570975,F24H   3/06,0.25
7797,2006,US060570975,F24H   9/06,0.25
7797,2006,US060570975,F28F  13/12,0.25
7801,2006,US060570975,F24H   9/06,0.5
7801,2006,US060570975,F24F   7/013,0.5
7805,2006,US060570975,F25D  19/00,0.33333334
7805,2006,US060570975,F25D  17/06,0.33333334
7805,2006,US060570975,F25D  23/12,0.33333334
7823,2006,US060570975,F24H   9/06,0.5
7823,2006,US060570975,F24D   5/10,0.5
7917,2006,US941672743,G11C   5/00,1
8021,2006,BM39158R,H03K  17/082,0.5
8021,2006,BM39158R,H02H   3/12,0.5
8225,2007,US943047598,C07D 471/04,0.33333334
8225,2007,US943047598,A61P  31/12,0.33333334
8225,2007,US943047598,A61K  31/519,0.33333334
8229,2007,US943047598,C07D 471/04,0.33333334
8229,2007,US943047598,A61K  31/519,0.33333334
8229,2007,US943047598,A61P  31/12,0.33333334
8889,2007,US310411980,D01F   2/00,0.33333334
8889,2007,US310411980,C08H   8/00,0.33333334
8889,2007,US310411980,D01F   9/00,0.33333334
9477,2007,US430259330,G01F   1/66,0.2
9477,2007,US430259330,F16L  55/07,0.2
9477,2007,US430259330,G01F  15/18,0.2
9477,2007,US430259330,G01N  29/14,0.2
9477,2007,US430259330,G01N  29/22,0.2
9517,2006,US941672743,G06Q  10/00,0.5
9517,2006,US941672743,G06N   5/02,0.5
9619,2006,US221024240,A61K  31/445,0.5
9619,2006,US221024240,C07D 401/06,0.5
9625,2006,US060570975,F25D  17/06,1
9631,2006,US060570975,F25B  49/02,1
9641,2006,US060570975,F25B  25/02,0.5
9641,2006,US060570975,F25B   5/02,0.5
9655,2006,US060570975,F25B   9/00,1
9673,2006,US060570975,F28F   9/26,1
9699,2006,US060570975,B66B   7/06,1
9701,2006,US060570975,B66B  11/02,1
9777,2007,US370602744,E02F   9/16,0.33333334
9777,2007,US370602744,B60R   3/00,0.33333334
9777,2007,US370602744,E06C   5/00,0.33333334
9783,2007,US160417150,H04N   5/232,0.33333334
9783,2007,US160417150,H04N   5/225,0.33333334
9783,2007,US160417150,G02B  27/64,0.33333334
9791,2007,US370602744,F02M  53/04,0.5
9791,2007,US370602744,F01N   3/20,0.5
9807,2007,US370602744,F02M  59/44,0.25
9807,2007,US370602744,F02M  61/16,0.25
9807,2007,US370602744,C23C  14/06,0.25
9807,2007,US370602744,C23C  14/02,0.25
9815,2007,FI01120389,H04W  36/32,0.5
9815,2007,FI01120389,H04W  36/04,0.5
9817,2007,US770518772,G01R  33/32,0.33333334
9817,2007,US770518772,G01R  33/24,0.33333334
9817,2007,US770518772,G01R  33/28,0.33333334
9827,2007,US112989601,C23C  14/24,0.5
9827,2007,US112989601,H01L  51/05,0.5
9919,2007,US221024240,A61K  31/445,0.5
9919,2007,US221024240,A01N  43/40,0.5
9967,2007,US221918501,A61K  31/495,0.33333334
9967,2007,US221918501,C07D 401/14,0.33333334
9967,2007,US221918501,A61P  29/00,0.33333334
10007,2007,US350257090,F01N  11/00,0.2
10007,2007,US350257090,F01N   3/02,0.2
10007,2007,US350257090,F01N   9/00,0.2
10007,2007,US350257090,F01N   3/023,0.2
10007,2007,US350257090,F01N   3/033,0.2
10013,2007,US221918501,A23J   1/00,0.5
10013,2007,US221918501,C07K   1/30,0.5
10021,2007,US221918501,A61J   1/03,1
10053,2007,US591995548,C12P  21/08,0.5
10053,2007,US591995548,A61K  39/395,0.5
10085,2007,US770059951,H04N   5/95,0.5
10085,2007,US770059951,H04B  10/06,0.5
10093,2007,IE522227,A61K   9/20,0.5
10093,2007,IE522227,A61K   9/16,0.5
10115,2007,US941081436,H04N   7/24,1
10241,2007,US541692118,B27K   3/36,0.5
10241,2007,US541692118,A01N  55/08,0.5
10269,2007,US941672743,H01L  23/36,0.33333334
10269,2007,US941672743,H01L  23/34,0.33333334
10269,2007,US941672743,H01L  23/367,0.33333334
10271,2007,US149209507L,F16F  15/22,0.5
10271,2007,US149209507L,B64C  27/00,0.5
10293,2007,US361115800,H01Q   1/22,0.25
10293,2007,US361115800,G06K   7/00,0.25
10293,2007,US361115800,G06K   7/10,0.25
10293,2007,US361115800,H01Q  15/00,0.25
10305,2007,US361115800,H01Q   5/00,0.33333334
10305,2007,US361115800,H01Q  19/00,0.33333334
10305,2007,US361115800,H01Q   9/04,0.33333334
10349,2007,US361115800,H04W  28/12,0.25
10349,2007,US361115800,H04W  92/20,0.25
10349,2007,US361115800,H04B   7/00,0.25
10349,2007,US361115800,H04W  84/22,0.25
10351,2007,US361115800,H04W  40/02,0.2
10351,2007,US361115800,H04W  92/20,0.2
10351,2007,US361115800,H04L  12/26,0.2
10351,2007,US361115800,H04W  28/12,0.2
10351,2007,US361115800,H04W  84/22,0.2
10353,2007,US361115800,H04H   1/00,0.14285715
10353,2007,US361115800,H04L   1/02,0.14285715
10353,2007,US361115800,H04B   7/02,0.14285715
10353,2007,US361115800,G06F  11/14,0.14285715
10353,2007,US361115800,H04H  20/71,0.14285715
